ID Paper;Title;ID Search Session;Authors;Abstract;Status/Selection;Status/Extraction;Reading Priority;Score;Year;Journal;Keywords;Type;comment;URL;Volume;Pages;DOI;ISSN/ISBN;Importation Date;Columna1;(E) The paper is not written in English;(E) The paper is not related to a Smart Contract language;(E) The paper is a tutorial  or poster summary only.;(E) The paper occurs multiple times in the result set;(E) The paper’s full text is not available for download;(I) Title, keyword list, and abstract make explicit that the paper is related to Smart Contract language.;(E) The paper is published before 1991;(E) It is a patent;(E)The paper is not accesible electronically;Columna2;Name;Paradigm : Imperative;Paradigm : Declarative;Paradigm : Symbolic;Paradigm : Undetermined};Supported by blockchain platform : Yes;Supported by blockchain platform : No};Blockchain name;DSL Type : Standalone;DSL Type : Extension};Focus;Institution name;Insitution origin : Academia;Insitution origin : Industry};Challenges;Use cases;Kind : Implementation;Kind : Specification;Kind : Unknown};
573431;ACTUS: The algorithmic representation of financial contracts;72;Nils Bundi;;ACCEPTED;ACCEPTED;LOW;0;2018;;;White paper;"https://www.actusfrf.org/
https://github.com/actusfrf
finantial contracts taxonomy			https://www.actusfrf.org/taxonomy		
https://github.com/actusfrf/actus-techspecs/blob/master/actus-techspecs.pdf";https://docs.wixstatic.com/ugd/3df5e2_eceb16e5f7f14d11903a6412aebb9e4a.pdf;;;;;07/23/2019;;N;N;N;N;N;Y;N;N;N;;ACTUS;N;Y;N;N;Y;N;Katal;Y;N;Legal/Financial;ACTUS FINANCIAL RESEARCH FOUNDATION;Y;N;"Current limitations of smart contract on blockchain https://drive.google.com/file/d/1CRdQeMyu4z0yTh87tRleD8KmQLQLW1d4/view
1) Trusted off-chain information (Oracles)
2) Legal-aspects fusion of legal contracts and smart contracts just-started";null;N;Y;N; 
586320;A Model-Driven Approach to Smart Contract Development;74;Boogaard, K.;Blockchain technology has provided a platform for the decentralized execution of smart contracts. A smart contract is an agreement that is automatically executed when certain conditions have been met. The immutability, decentral nature, and consensus mechanisms that are characteristic to blockchain technology make the smart contract and its development cycle a new field of study in software engineering. A novel economic and defensive thinking is needed to develop workable, secure smart contracts. Motivated by the need for a novel approach to development, this thesis proposes a model-driven approach to smart contract development. Model-Driven Engineering (MDE) is an approach to information system development in which models and model technologies are applied to raise the level of abstraction at which developers create and evolve software, with the goal of both simplifying and formalizing the various activities and tasks that comprise the Software Development Life Cycle (SDLC). Model-Driven Architecture (MDA) is a framework for this approach. This thesis aims to apply this framework to create a method which describes the development phase from domain knowledge to smart contract foundation. The creation of a method has two main aims, namely (i) to bridge the semantic gap between domain knowledge and smart contract by lowering the threshold for domain experts, and (ii) support developers in creating less vulnerable smart contracts that accurately represent the problem domain. This is done by constructing a model-driven method based on existing research that applies MDE to smart contract development. A literature study into this field yields the requirements and techniques for the method, which is consequently constructed based on these requirements and techniques. The method is evaluated in twofold. First, the value is assessed through a case study, which shows that the developer benefits from a structured approach and the reduction of manual programming. Second, by an experiment which shows that people are better able to comprehend and communicate about models containing functional aspects of the smart contract if a computational independent model is included. By doing so it fulfills the aim of lowering the threshold for domain experts to participate in the smart contract development cycle.;ACCEPTED;ACCEPTED;LOW;5;2018;;Smart Contracts, Model-driven, Model-Driven Engineering, Ethereum, Software Engineering, Blockchain, Development, Model-Driven Architecture, Finite State Machine;Master Thesis;ADICO extension;https://dspace.library.uu.nl/handle/1874/365596;;;;;07/23/2019;;N;N;N;N;N;Y;N;N;N;;null;N;N;N;Y;Y;N;Ethereum;N;Y;model-driven development;Utrecht University;Y;N;"smart contracts are hard to develop and many of the
deployed contracts have security vulnerabilities.
There are numerous problems surrounding the relatively novel field of smart contract
development and these problems are fairly diverse in nature. There is no easy way to
pinpoint at which phase of the development the problems are nested. As stated in the
problem statement, the problems range from the transformation of the domain
knowledge to the developers coding vulnerable smart contracts

. Research into blockchain and smart contracts is partly nested
in academia, but for a large part it is done in an online open-source setting in which willing participants contribute and build upon the work of others without the need for extensive documentation.";null;N;Y;N; 
586322;OpenLaw Documentation;75;Aaron Wright, David Roon, and ConsenSys AG;;ACCEPTED;ACCEPTED;LOW;0;2019;;;Website;"A contract can be created via OpenLaw. Once the agreement is signed, a cryptographic hash of the agreement will be created and recorded to the Ethereum blockchain. In other words, using OpenLaw, any Ethereum smart contract can be embedded into a legal agreement in a few lines and automatically triggered once the agreement is digitally signed by all parties.

https://www.thomsonreuters.com/en/press-releases/2019/october/thomson-reuters-and-openlaw-combine-blockchain-driven-smart-contracts-with-document-automation-technology.html";https://docs.openlaw.io/;;;;;07/23/2019;;N;N;N;N;N;Y;N;N;N;;OpenLaw;Y;N;N;N;N;Y;Agnostic;Y;N;Legal contracts;OpenLaw;N;Y;null;null;N;Y;N; 
679285;BALZaC. Bitcoin Abstract Language, analyZer and Compiler;77; N. Atzei, M. Bartoletti, T. Cimoli, S. Lande, R. Zunino;;ACCEPTED;ACCEPTED;LOW;5;2018;;;WebSite;;https://blockchain.unica.it/balzac/docs/;;;;;09/17/2019;;N;N;N;N;N;Y;N;N;N;;Balzac;Y;N;N;N;Y;N;Bitcoin;Y;N;Verification;Blockchain@Unica group of the University of Cagliari.;Y;N;null;null;Y;N;N; 
699954;fi - smart coding for smart contracts;-1;Stephen Andrews;;ACCEPTED;ACCEPTED;LOW;5;2018;;;Website;"https://github.com/TezTech/fi-compiler
";https://learn.fi-code.com/;;;;;09/18/2019;;N;N;N;N;N;Y;N;N;N;;fi;Y;N;N;N;Y;N;Tezos;Y;N;null;TezTech Labs;N;Y;null;null;Y;N;N; 
699955;Introducing LIGO: a new smart contract language for Tezos;-1;Gabriel Alfour;"LIGO is a statically typed high-level smart-contract language that compiles down to Michelson. It seeks to be easy to use, extensible and safe.
LIGO is a programming language that aims to provide developers with an uncomplicated and safer way to implement smart-contracts. LIGO is currently being implemented for the Tezos blockchain and as a result, it compiles down to Michelson - the native smart-contract language of Tezos.

    Smart-contracts are programs that run within a blockchain network.

LIGO was initially meant to be a language for developing Marigold, on top of a hacky framework called Meta-Michelson. However, due to the attention received by the Tezos community, a decision has been put into action to develop LIGO as a standalone language that will support Tezos directly as well.
";ACCEPTED;ACCEPTED;LOW;37;2019;;;Blog;"https://ligolang.org/
";https://medium.com/tezos/introducing-ligo-a-new-smart-contract-language-for-tezos-233fa17f21c7;;;;;09/18/2019;;N;N;N;N;N;Y;N;N;N;;LIGO;Y;N;N;N;Y;N;Tezos;Y;N;null;Marigold;N;Y;null;null;Y;N;N; 
730952;Smart contracts and trust contracts: part 3;78;BOScoin;;ACCEPTED;ACCEPTED;LOW;0;2017;;;Blog;"https://medium.com/@boscoin/smart-contracts-trust-contracts-part-3-6cf76bf5882e
https://boscoin.io/wp-content/themes/boscoin/src/pdf/BOScoinWhitePaper_2.0_EN.pdf
https://boscoin.io/
https://coinswitch.co/info/boscoin/what-is-boscoin";https://boscoin.io/wp-content/themes/boscoin/src/pdf/BOScoinWhitePaper_2.0_EN.pdf;;;;;09/29/2019;;N;N;N;N;N;Y;N;N;N;;Trust Contract;Y;N;N;N;Y;N;BOScoin;Y;N;Finance;BlockchainOS Inc;N;Y;null;"public financing
congress voting";Y;N;N; 
730955;Write your next Ethereum Contract in Pyramid Scheme;79;Michael Burge;;ACCEPTED;ACCEPTED;LOW;0;2017;IDEALS. Illinois Digital Environment for Access to Learning and Scholarship;;White paper;"https://medium.com/coinmonks/write-your-next-ethereum-contract-in-pyramid-scheme-6b6e4deadf2f
https://medium.com/coinmonks/dsls-for-ethereum-contracts-380136177abd
https://github.com/MichaelBurge/pyramid-scheme";https://medium.com/coinmonks/write-your-next-ethereum-contract-in-pyramid-scheme-6b6e4deadf2f;;;;;09/29/2019;;N;N;N;N;N;Y;N;N;N;;Pyramid;Y;N;N;N;Y;N;Ethereum;N;Y;null;Michael Burge;N;Y;null;null;Y;N;N; 
730956;EthIR: A Framework for High-Level Analysis of Ethereum Bytecode;79;Elvira Albert andPablo Gordillo andBenjamin Livshits andAlbert Rubio andIlya Sergey;;ACCEPTED;ACCEPTED;LOW;0;2018;Automated Technology for Verification and Analysis - 16th InternationalSymposium, {ATVA} 2018, Los Angeles, CA, USA, October 7-10, 2018,Proceedings;;Conference paper;;https://doi.org/10.1007/978-3-030-01090-4\_30;11138;513--520;10.1007/978-3-030-01090-4\_30;;09/29/2019;;N;N;N;N;N;Y;N;N;N;;Rule Based Representation (RBR);N;N;Y;N;Y;N;Ethereum;Y;N;Bytecode analysis;Universidad Complutense Madrid;Y;N;null;Bounding loops;Y;N;N; 
730957;IELE: An intermediate level Blockchain language designed and implemented using formal semantics;79;Theodoros Kasampalis and Dwight Guth and Brandon Moore and Traian Serbanuta and Virgil Serbanuta and Daniele Filaretti and Grigore Rosu and  Ralph Johnson;Most languages are given an informal semantics until they are implemented, so the formal semantics comes later. Consequently, there are usually inconsistencies among the informal semantics, the implementation, and the formal semantics. IELE is an LLVM-like language for the blockchain that was specified formally and its implementation, a virtual machine, generated from the formal specification. Moreover, its design was based on problems observed formalizing the semantics of the Ethereum Virtual Machine (EVM) and from formally specifying and verifying EVM programs (also called “smart contracts”), so even the design decisions made for IELE are based on formal specifications. A compiler from Solidity, the predominant high-level language for smart contracts, to IELE has also been implemented, so Ethereum contracts can now also be executed on IELE. The virtual machine automatically generated from the semantics of IELE is shown to be competitive in terms of performance with the state of the art and hence can stand as the de facto implementation of the language in a production setting. Indeed, IOHK, a major blockchain company, is currently experimenting with the IELE VM in order to deploy it as its computational layer in a few months. This makes IELE the first practical language that is designed and implemented as a formal specification. It took only 10 man-months to develop IELE, which demonstrates that the programming language semantics field has reached a level of maturity that makes it appealing over the traditional, adhoc approach even for pragmatic reasons.;ACCEPTED;ACCEPTED;LOW;5;2018;;;Report;;https://www.ideals.illinois.edu/handle/2142/100320;;;;;09/29/2019;;N;N;N;N;N;Y;N;N;N;;IELE;Y;N;N;N;N;Y;Agnostic;Y;N;null;Runtime Verification, Inc;N;Y;null;null;N;Y;N; 
